youtube_video_id,comment_text
JHIfHL5UgFs,Happy 25th Anniversary to this classic comedy!!!!!
9hmhBeRF0Sk,Anyone know the song at 0:46 or songs similar to it
bpiMKiI1PUM,"I didnt like the movie, maybe because I am european :/"
h4RTbQv_EoM,"If this is Rated R on appeal, why they still cut stuff out from the theatrical release? All of the NC-17 content should still be in it."
Cu1RIxNf0M8,"Every 90s kid that grew up in this type of movie genre, grunge bands, slacker mindset... here we are now."
op6AeXNWG50,"Salsa shark, were going need a bigger boat"""
k1U6Sb7DH8k,"I like the way this movie expresses a nihilist way of seeing life but using many scenes that are full of irony. I also like the fact that this movie was made on a budget, not always there's the need to have a lot of money to achieve a masterpiece. It's overall thought provoking and intriguing."
VmyKtwOzBgc,Who came because of will's podcast?  😂
t8G_imDKpVA,A berserker
Gcb7B83SPek,37?
gUYyFdfBMnw,I'm starting a convenience store job tomorrow. Just here to do some quick research.
1DQsFDY7Z7k,"Center tea cup . Area, tble. 37. - 60"
iVw0sLHX3dE,So glad i can watch the movie CLIPS INSTEAD OF THE MOVIE
LFJuojgVSAk,Bollywood's hands are bigger than law 😂😂😂😂
bTzniarzoyA,💫💫💫💫🙂🙂
,This srory fits weel today so many women lie about rape!
7oDNiok05Ts,Indian Film Aitraz is copy of this movie i guess
nwk8y0kTk1E,Movie cancelled by #MeToo Movement
c4ht_cLdWVg,"Habakkuk 1:4
""Therefore the law is paralyzed, and justice never prevails. The wicked hem in the righteous, so that justice is perverted."""
bvDdJI9-7os,"One of my favorite movies. As disgusting as me ride th and wrong was, he could have put that wench off a little bit more. I have to give kudos to Susan though when surprisingly was told at dinner about Tom? She showed class. No 2 most prob disagree but Susan is way prettier than that she wolf.  Change those clothes a bit she's much more feminine n graceful n pretty. I also love Alverez, she was hot sht. And Donald Sutherland although a creep in this is one of MT faves too along with Michael Demi? Nah....."
09guxj1weq8,Great Film 👍🏻
ObXJvC49_4k,"Sadly, I think this is a current trend against ordinary people like myself."
9yagrz6tRaM,Hank Pym
YEI42ZaDdrc,Fun flick. Great cast. Not the greatest trailer.
gotSPn3RsE8,So we are all here cuz of Big Mouth?
gKkhubPAfm4,👍👍🙂🙂
vOU-YaWAwz0,It's a mature content won big box office
5C7XUvFkKpM,Amber Heard the Movie
N0cX10TYo2M,Abbas Mastan ki koi movie original hai ki nahi ye bhi copy kr liya
3Kzuils7grs,"Even if Kathleen Turner played Meredith Johnson instead of Demi Moore, she might be the new sex crazed maneater, Glenn Close from Fatal Attraction cannot handle."
1HkkMSTEKms,this guy always ends up with wrong women 😂
HMcPo-S1v-k,"אפל תיצור את הסרט מחדש על נער צעיר ויפה מאוד ובתול וחרדי ליטאישנראה כמו ילד, בן 24 שעובד בחברה שהוקמה מגיל 15 שיצר שבב למסכי מגע, חסכוני ומהיר וגם GPU וSoC ושבב AI לFaceID וכן מסכי מגע והפך את החברה שלו לגדולה בעולם והפסיד את הקידום וסמנכ""ל בזמן מלחמה עם העולם הערבי ואיראן ונאנס על ידי אישה שחורה כושית. ומכוערת בת 65. עם התחלה של החברה שהוקמה על ידיו והוא הילד המייסד אך לא קודם בגלל גילו הצעיר מדי והרעיון היה שלו. ובסוף ממונה אישה שחורה אחרת למנכ""לות. עם שחקן באטמן החדש. עם השיר המפורסם בסוף של הבת של סינטרה i Was 5 of Sinatra Daughter. ועוד שירים כאלה כולל של בוב דילן על נשים Just Like A Woman ושירים על המשיח ומלך כולל מוסיקה קלאסית מתאימה."
Lj2odhzbISw,Who is here after Johnny depp and Amber Head.
mgNUNTVmZwo,I’m not here for Big Mouth or whatever
YATfZRHl6-k,"Well do you know, this movie was also remade in bollywood with the title Aitraaz (which means objection) Where Douglas's role was played by Akshay Kumar (Bollywood's jackie chan for his martial arts skills and being known for performing dangerous stunts on his own) and Demi's role played by Priyanka Chopra (Well you know her) and that was one of the best movies of bollywood in 2000s"
RVcgvVYI6W0,the movie is confusing.
_nRtxtvqZu8,This is impossible! a woman harassing a men ? That can't happen or so think the ladies with the purple hair...
wPkVD4Ga35s,Sgi octane brought me here. ☺️
7eZMfQqcjmM,I've always liked the movie a lot. The story is engaging and well paced. Plus the cast is awesome.
SqMPzcGQJzA,"The movie is confusing. Group one, you’re up!"
4dh5-rTIVzE,This was before Me Too 😂😂😂.
YnVzRiZ2EeU,"bella
mrs vice president"
f2E7ArARdaE,👍
gSz13CIyX7M,"They need to make a musical of the movie, ""Disclosure."""
4iulZqioWZM,"One of the rare movies that references toxic femininity. 
Many red pill moments in this flick, if you have the eyes to see."
czuP9LDime8,"🎶 I'm a family man not a sexual harasser, My boss tried to do me now my life's a disaster, I only let her blow me I did nothing wrongggg 🎶 🤣🤣🤣"
E9JXrJ-y5tA,I have to see this movie after watching Big Mouth. Anybody know what streaming app it might be on?
1khEBbx1xbU,I'm here because of the book lol 😅
hjYtwGdK_48,"The biggest loser in this film is Michael Douglas’ character. It’s hard to root for a guy as 
as spineless as he is.  Among his other shortcomings, why he would be willing to continue working for a complete douche bag like Donald Sutherland is beyond me. They guy gets what he deserves."
L-DNN2CaRO8,"I had to type in
Big mouth, disclosure
to see what all these commenters are talking about."
kizEd4wD3Rw,0:52 piano 🎹 music track please
1MKr_bETSWA,"Why are Crichton's books so good, but his movies so bad"
M2mtjPZ9ZuA,I came here after watching aitraaz Bollywood movie directed by abbas mastan in 2004.
sS4v3d8YFHI,Horrible bosses prequel 90's style
E9j6GNK-hsk,"Fuck ""Big Mouth season 3"" you bunch of weirdos."
xbahXLHtULk,"“Cause an aggressive woman…”
*”Likes to be on top!”*"
jbbe8XBGKsM,I’m here cause I bought the laser disc (if you don’t know what that is look it up)
FMkGu8AQScA,Assignment
Rk92ymOMlyc,Top
xFCtD18fFng,"last house on the right
aleida drives light last night
dishes done our might"
PZibLqWZ7cM,So we’re all here from Big Mouth huh?
WMvW_-N9FUM,"A white man wins at the end and the woman was the one who sexually harassed the man. If this movie was released today, the woke would try to cancel it and shut it down"
tSJmJ4r4bxs,"“Oh come on Michael Douglas, you didn’t come here late at night to talk about virtual reality, you came here to talk about sexual reality.” “It’s late. I should get to the ferry and go home to my family.” “And do you really wanna go home?” “I don’t know.” “Come and caress me I long for your hands on my buttocks.” “I thought we were working this isn’t what I had in mind.” “Yes, but tonight will be our little secret.” “Oh it’s so hard to resists you.” “I want your body let’s plow.” “Oh, my god, I’m losing control.” “I may be the boss, but you’ve got the power noww”

Sorry if I got this wrong I did it by memory🐸"
rbEZJWi0X9o,"Lemme guess, yer here cuz of Big mouth Season 3? Same man, same"
ExRIGYRgQdY,Who's here not because of Big Mouth? Because they genuinely like old stupid movies?
vK9g1ZOae1A,The book is so good tho 😭 nothing like the sexist bs that big mouth portrays
fwvBmf9LALw,This trailer reminds me of a hindi movie called 'Aitraaz'. I just realized that movie was a copy of this movie.
7h9s49Lv-wQ,Хороший и интересный фильм! Посмотрел с удовольствием.
-4STNypFBh0,I’m here from FRIENDS lol what a terrible haircut
rNDjKLp0S7w,Excellent trailer vs girls power ousanding trailer 🙄🙄
e8Dn186y6Fk,Aitraz movie in Bollywood
bt94pENFmjc,I’m here cuz of big mouth when they where singing about this movie 😂😂
9X_1qJuJbSw,BIG MOUTH LETS GOOO
3JCZ-DhaWKw,Missy slayed this musical...😂
fG4k60hDhqw,Apparently Bollywood remade this film ... quite thrilling might I add !
XQq42MeNKMg,"So, where's the commercial for the musical?"
H63eq2zYsI0,"I like Donald Sutherland film's I have on DVD 

Backdraft
The dirty dozen 
Disclosure
The eagle has landed 
The hunger games
The hunger games catching fire
The hunger games mocking Jay part 1 
JFK 
Kelly's heroes
Lock up 
Lord of war 
MASH 
National lampoons animal house 
Outbreak"
vXd5pafCmEU,Fucking no aitraaz hindi movie
GH7AJl4vUHM,Nick and myssi
58UaMGcnvuk,There is a hell of a lot of disclosure in this movie.
j-D0QiMpGKc,"LOLLL THE HAIR 😂😭 I really can’t.
“ We already spent $58 on a wig for Nick Birch— we’re not cancelling the show.”
“ Yeah. I understand– it was an expensive wig.”"
tDPnoOngVOY,I’m here because Amazon has this as the second movie in a Blu-Ray Double Feature set with Fatal Attraction and I want to see if it looks any good (it does actually lol)
WBgFAzRLMbo,why does it sorta remind me of Fatal Attraction
YbeNlh8UU30,Really great movie It's excellent
t2jJbFCd1b4,Hindi movie aitrazz copied from this movie
kjpoR_bax1k,"omg literally every comment is about big mouth season 3 XD









I mean mine is too but..."
umkWzFv5iuI,"I'm a family man!
Not a sexual harasser!
My boss tried to do me,
Now my life's a disaster!
I only let her blow me!
I did nothing wrong!"
,Big mouth sent me
WWWZYp_DARQ,"Imagine having read the book first, only to come back to this movie and see everyone proud they are here because of some pop culture medium referencing the movie. 🤦‍♂️ Michael Crichton gets no love."
QEFxzbRLOmg,The musical was better.
VfMP8-FzTdo,Anyone else here because of big mouth season  3
dHiZk7jHiTU,"Before the Time's up, or #MeToo movement, this movie was on a few basic cable channels, or local TV, even an edited version of this movie, now you hardly ever see this movie on the air anymore."
AoGmdbzxLFc,Where can you find this movie?
UddCQaylBHc,WHO GIVES A FUCK ABOUT BIG MOUTH?! SHUT UP! IT'S GETTING ANNOYING!
K7h-_T2ZU0g,Aitraaz is copy of this movie 😗
nUWtyUSC-NE,Oh Aitraaz is copy of this movie. **discovery**
rx9wZfaxIfQ,this movie was remade in Bollywood and it was G o o d. it's called Aitraaz
ss2eIniS7gU,"A movie exploring how women can also sexually assault people apparently got turned into joke...

...By the same people who would take it seriously when a man does it (the producers of Netflix)...

...What a surprise...

I’m referencing the people who came here from Big Mouth. It’s clear this got turned into a punchline..."
mdvtR8Hup4E,"He defeated her twice, a double victory, but it seems she didn't say her last word! She seems too dangerous! One of the best thrillers of the 90s, The Three Big  were  Michael Douglas, Demi Moore and Donald Sutherland - Disclosure - from 1994!"
qXtx2213Baw,I'm not here because of any other reason than Demi Moore was smoking hot in this movie.
PwTWtAE3ylY,Looks really bad
Tjlmto66K0Y,Im not here because of big mouth im here because Demi Moore was fucking hot back in the days
Fm21JY7WhyY,Just finished reading the novel. It is an amazing book.
mdvtR8Hup4E,Here because I’m reading the novel :)
DPF-5KNmqq4,"""We'll see bitch"""
kDKJv5rnExI,😂
6kvd_GXZ4l4,"Omg just like Jessi said, I only watched the trailer and I know this thing is mocking women who speaks up again sexual harassment, this trailer is all the patriarchy at one speaking"
c4dcjfaO0qk,"ellers restaurant 
doug brothers jody welch aunt
michael welchs kant"
1_isvjR48Tk,Big mouth season 3
ZabAourX87I,Based on a true story.
KbjTJRZkt5Q,Well Big Mouth brought me here😭😂😂😂
96ySXx-84JA,Who’s here because of big mouth season 3
P4TnmpCVJEk,Big Mouth brought me here
4UgS9TvqavQ,this trailer is so 90s that a Walkman materialized in my hand and played the Macarena
0hEU3WAs34o,Chu Jia-Chien (
4WuEkA0ns-w,so many cooking puns in this narration
7uGVPYDtrQo,This seems pretty much like the movie 'tortilla soup'.
l59Ps8fyQ0s,I actually love this trailer because it reminds me of the 90’s and how the trailer wouldn’t give away the entire story of the movie but really just give you an idea of what the movie was about. But also I don’t mind the cheesiness of it.
gODoxcVJL_I,The narrator in this trailer makes me want to 自杀
EyvCKIqRqFU,Interesante
eTjDsENDZ6s,Pfui Teufel
0j-lFbYisaA,"🔥🔥🔥 
 Thanks for the inspiration and the encouragement!! 
 1:22 🔥💃💞💯 
  👇👇"
P4TnmpCVJEk,"🔥🔥🔥🔥🔥 
 This is probably one of my favorite movie 
 1:22 🧡🎬 
   👇 👇 👇 👇 👇💟"
8BtmUVysbSQ,What a terrible trailer.
qKIDZ0ccfO8,"you all have to watch the English version, or should i say the spanglish version.  A mexican American Version called ***Tortilla Soup !!"
z5bmEnGrA4s,Basically tortilla soup Asian version
